,table_names,table_vers,created_dates,updated_dates,descriptions,comments
917,HELEN-RCRD2,8,1995-09-06,1995-11-15,HELP DETAIL MISTR DATABASE RECORD,
1729,SDDLD700-MAP-RCRD,1,1995-09-06,1995-10-17,WORK RECORD FOR M9G DIALOG,
2993,WK-TSDUCP05,1,1995-09-14,,,THIS REC IS USED IN RCFTS PROVIDE WORK AREA IN PROCESSING FACILITY DATES
447,CNTRLTOT,3,1995-09-21,1996-04-05,AMAS CONTROL TOTAL DATABASE RECORD,AMAS CONTROL TOTAL DATABASE RECORD USED FOR ONLINE CASH PAYMENTS.
1292,PYMTDSC,3,1995-09-21,,AMAS PAYMENT DISCREPANCY DATABASE RECORD,AMAS PAYMENT DISCREPANCY DATABASE RECORD USED FOR INPUT ON ONLINE CASH PAYMENTS.
2452,WK-CNTRL-BLK-MFH,8,1995-09-22,1995-09-22,CONTROL BLOCK WORK RECORD,
2150,TG0401-IMAGE-RECORD,1,1995-09-26,,DEBT REFERRAL RECORD,RECORD CONTAINING INFORMATION NECESSARY TO REFER A BORROWER TO A COLLECTION AGENCY
2755,WK-MI-INQ,1,1995-09-29,1996-07-01,MISC INFO STATUS SCREEN WORK RECORD,
353,BADG0003-MAP-WK-REC.,1,1995-10-20,1995-10-20,,
1930,SGDLD661-WRK-RCRD-COPY,1,1995-10-21,1995-10-21,SGDLD661 WORK RECORD,
2449,WK-CNTRL-BLK-COPY,1,1995-10-21,1995-10-21,CONTROL BLOCK WORK RECORD,WORK CONTROL BLOCK REC USED BY SGDLD661
2450,WK-CNTRL-BLK-MFH,1,1995-10-21,1996-12-18,CONTROL BLOCK WORK RECORD,
1927,SGDLD661-WORK-RCRD,1,1995-10-23,1995-10-23,SGDLD661 WORK RECORD,
1677,SDDLD208-WORK-RCRD2,1,1995-10-25,1995-10-25,,
1618,SCDLD208-WORK-RCRD,1,1995-10-26,,SCDLD221-MAPWORK,
960,INSTLMT-SETASD,1,1995-11-08,1995-11-22,DISASTER INSTALLMENT SET ASIDE,
2717,WK-IS-INQ-01,1,1995-11-15,1995-12-12,PROGRAM WORK RECORD,USED IN ADPS PROGRAM ADTIIS01
2718,WK-IS-INQ-02,1,1995-11-15,2000-08-25,PROGRAM WORK RECORD,USED IN ADPS PROGRAM ADTIIS01 AND MAP ADMIIS02
712,FARMS-DSTR-SETASD,1,1995-11-28,1999-11-18,DISASTER INSTALLMENT SET ASIDE,DISASTER INSTALLMENT SET ASIDE RECORD
296,APROPTN-DLOSS,1,1995-12-04,1995-12-11,APPROPRIATION PASS DATA FROM DLOSS,
3477,WK-5S-09,1,1995-12-04,1996-02-27,5S;RECORD INSTALLMENT SET ASIDE,"TRANSACTION 5S, RECORD INSTALLMENT SET-ASIDED. WK-5S-09 IS THE WORK RECORD FOR PGM ADTU5S02 AND MAP ADMU5S02."
2255,VERHOFF,1,1995-12-06,1997-01-24,VOUCHER LANDLORD TIN INFORMATION,
2256,VERHOFF,2,1995-12-06,,,
3486,WK-5T-91,1,1995-12-06,1996-01-29,WORK RECORD FOR ADPS 5T INPUT TRANSACTN,
3487,WK-5T-92,1,1995-12-06,1997-02-06,WORK RECORD FOR ADPS 5T INPUT TRANSACTN,
2513,WK-DS-INQ-01,1,1995-12-15,1996-01-16,DEBT SETTLEMENT SUBSYSTEM WORK,ADPS SYSTEM/INQUIRY SUB-SYSTEM WORK RECORD FOR ADTIDS01/ADMIDS01
2275,W-OTHER-ST,1,1995-12-21,1995-12-21,LISTS STATES ATTACHED TO PRIM,
3040,WK-TSMUCP03,8,1996-01-08,1996-01-08,CP-BORR-PART-1,
3014,WK-TSMUBI53,8,1996-01-09,1996-01-09,FINAL SCRIPT/VS DOCUMENT OPTIONS,
2432,WK-CI3-RCRD,1,1996-01-25,1996-03-09,WRK RCRD FOR CI ROUTE/UPDATE SIGNATURES,
821,FFMI18-MAP-WK-REC,1,1996-02-16,2000-11-14,,TB MAP WORK RECORD
3039,WK-TSMUCP03,1,1996-02-29,1998-09-03,MAP RECORD FOR RCFTS MAP,TSMUCPO3
3013,WK-TSMUBI53,1,1996-03-04,1996-03-08,MAP RECORD FOR RCFTS MAP,TSMUBI53
3651,XTRACT-RCRD,1,1996-03-05,2000-01-28,EXTRACT RECORD,"CONTAINS ALL OF THE INFORMATION ON THE DATABASE FOR EACH BORROWER FLAT FILE FORMAT  DIS WITHO PIC OVE ONLY, AND USE THE ""REMOVE ALL."" CLAUSE.  GRP ELM INSTLMT-OC-DATA, PROBLEM."
2934,WK-ST-REORG-RCRD,1,1996-03-14,1996-03-26,MAP/WK RCRD FOR MAIL CODE-IM OPT 2,
370,BOBREC,1,1996-03-21,1996-03-22,,
448,CNTRLTOT,4,1996-04-10,1996-05-01,AMAS CONTROL TOTAL DATABASE RECORD,AMAS CONTROL TOTAL DATABASE RECORD USED FOR ONLINE CASH PAYMENTS.
2947,WK-SV-LN-NBR-RCRD,1,1996-04-23,1996-04-23,SYSTEM DVLP WORK RCRD,
2232,USE-FNDS-TRNSCTN-RCRD,1,1996-05-22,1996-12-12,USE OF FUNDS TRANSACTION RECORD,
2702,WK-INDCTR-NR-RCRD,1,1996-05-22,1996-05-22,WORKING COPY OF INITMAN RECORD,
3322,WK-3Q-DTE-RCRD,1,1996-06-13,1996-06-13,DATE EXPANCING RECORD,
1458,RICHRCRD,1,1996-07-22,2000-08-25,,
3440,WK-4X-LN-RCRD,8,1996-07-23,1996-07-23,WORK RCRD FOR 99 OCCURS OF LN NUMBER,
2088,SUMANN,3,1996-07-24,,ANNUAL TAX SUMMARY,
1352,RECPNT,1,1996-08-09,2001-04-04,RECORD OF ULTIMATE LOAN/GRANT RECIPIENTS,RECORD OF ULTIMATE LOAN OR GRANT RECIPIENTS
383,BORRRC,12,1996-08-22,,RCFTS BORROWER DATABASE RECORD,
1757,SEDLD221-MAPWORK,1,1996-08-30,1996-09-12,,
1758,SEDLD221-WORK-RCRD,1,1996-08-30,1996-09-12,NON-AMAS CALL DATE RECAP WORK RECORD,
578,DLOS-PHASE-RCRD,1,1996-09-03,1997-03-20,USED TO TEST FOR CONVERSION TO DLOS,TABLE FOR DLOS STATE CONVERSION
1755,SEDLD220-MAPWORK,1,1996-09-10,1996-09-10,AMAS CALL DATE SUMMARY WORK RECORD,
3377,WK-3V-TEST,1,1996-09-10,1996-09-10,FULL SALE EQUITY RCVB,
2434,WK-CK-COUNTERS1,1,1996-09-10,1996-10-04,COUNTER RECORD FOR 8A,CONTAINS DATA USED TO COUNT CHECKS
1756,SEDLD220-WORK-RCRD,1,1996-09-17,1996-09-17,NON-AMAS CALL DATE RECAP SUMMARY,
316,AREA-COD,1,1996-09-27,1996-09-27,AREA CONTROL,
1106,MR-PLASM0001,8,1996-10-01,1996-10-01,MRS DELIMITED DELINQUENCY RECORD,
1107,MR-PLASM0002,8,1996-10-01,1996-10-01,,
1117,MR-SJKM01,8,1996-10-02,1996-10-02,,
3128,WK-1A-RCRD-ADDED,1,1996-10-04,1996-10-04,MAP RECORD FOR IMMG1A55,TO ALLOW FOR ADDITIONAL SCREEN ELMENTS FOR IMMG1A55. THESE ARE REFERENCED IN IMDG1A17.
1115,MR-PLASM010,8,1996-10-24,1996-10-24,,
1123,MRS-DLOS-RCRD,1,1996-11-06,1997-01-03,MRS DLOS RECORD,MANAGEMENT RECORD SYSTEM DLOS RECORD
372,BOB1,1,1996-12-10,1996-12-10,,
371,BOBREC1,1,1996-12-10,1996-12-10,,
2761,WK-MRS-DLOS-RCRD,1,1996-12-13,1997-01-03,WORK MRS DLOS RECORD,WORK MANAGEMENT RECORD SYSTEM DLOS RECORD
3643,W174-SGDLD741-WORK-RCRD,4,1997-02-18,1997-02-18,SGDLD741 WORK RECORD,
1297,QUE-REC,1,1997-03-04,1997-03-07,RENTAL ASSISTANCE FUTURE PYMT RCRD,
2389,WK-AUMURC01,1,1997-03-05,1997-03-05,,
1298,QUE-REC1,1,1997-03-07,1997-03-07,,
633,EVENT-HN,1,1997-03-20,1997-03-28,HN EVENT RECORD,SECURITY AUDIT EVENT RECORD
825,FIELD-HN,1,1997-03-20,1997-03-28,"HN ""FIELD"" RECORD","SECURITY AUDIT ""RECORD-FIELD"" RECORD"
1351,RECORD-HN,1,1997-03-20,1997-03-28,"HN ""RECORD"" RECORD","SECURITY AUDIT ""RECORD"" RECORD"
2240,USER-HN,1,1997-03-20,1997-03-28,HN USER RECORD,SECURITY AUDIT USER RECORD
2640,WK-HNMI02,1,1997-03-24,1998-10-26,ON-LINE PARAMETER SCREEN RECORD,
2639,WK-HNMI01,1,1997-03-25,1998-10-26,SECURITY AUDIT MENU MAP RECORD,
2644,WK-HNMI06,1,1997-03-25,1998-10-26,BATCH PARAMETER SELECTION SCREEN RECORD,
2642,WK-HNMI04,1,1997-04-01,1998-10-28,ON-LINE RECORD ID SCREEN,
2651,WK-HNTU01-USER,1,1997-04-01,,HNTU01 WORK RECORD,SECURITY AUDIT WRITE-TO-JOURNAL USER RECORD
2643,WK-HNMI05,1,1997-04-02,1998-10-27,ON-LINE ENVIRONMENT SCREEN,
2645,WK-HNMI07,1,1997-04-02,1998-10-26,BATCH ENVIRONMENT SCREEN,
2646,WK-HNMI08,1,1997-04-02,1998-10-29,BATCH RECORD ID SCREEN,
2618,WK-HNCOMMON,1,1997-04-08,1998-10-30,ON-LINE PARAMETER SCREEN RECORD,
2147,TG01X1-EXTRACT-1,1,1997-04-11,1997-04-22,HN JRNL EXTRACT RECORD 1,HN SECURITY AUDIT JOURNAL EXTRACT RECORD 1
2619,WK-HNDI02,1,1997-04-14,1997-04-23,ON-LINE PARAMETER WORK RECORD,
2629,WK-HNDI06,1,1997-04-15,1998-10-26,ON-LINE PARAMETER WORK RECORD,
2149,TG02X2-EXTRACT-2,1,1997-04-16,1997-04-25,HN JRNL EXTRACT RECORD 2,HN SECURITY AUDIT JOURNAL EXTRACT RECORD 2
2621,WK-HNDI03-ENV1,1,1997-04-19,1998-11-05,ENVIRONMENT LINE 1 DISPLAY,
2622,WK-HNDI03-ENV2,1,1997-04-19,1998-11-04,ENVIRONMENT LINE 2 DISPLAY,
2623,WK-HNDI03-FLD,1,1997-04-19,1998-10-30,FIELD LINE DISPLAY,
2624,WK-HNDI03-RECD,1,1997-04-19,1998-10-30,RECORD LINE DISPLAY,
2626,WK-HNDI03-SCRATC,1,1997-04-19,,SECURITY DISPLAY USER DISPLAY RECORD,
2627,WK-HNDI03-SCRATCH,1,1997-04-19,1998-10-30,SECURITY AUDIT SCRATCH RECCORD,
2628,WK-HNDI03-USER,1,1997-04-19,1998-10-30,SECURITY DISPLAY USER DISPLAY RECORD,
2641,WK-HNMI03,1,1997-04-19,1998-10-30,ON-LINE SECURITY DISPLAY SCREEN,
2625,WK-HNDI03-REPORT,1,1997-04-21,1998-10-30,SECURITY AUDIT REPORT SCRATCH RECCORD,
2620,WK-HNDI03,1,1997-04-22,1998-11-04,ON-LINE SECURITY DISPLAY WORK RECORD,
2337,WK-ADDUUD02,1,1997-05-10,1997-05-10,USER RECORD MAINTENANCE WORK RECORD,
2895,WK-SGDLD410,1,1997-05-12,1997-05-12,USER DOMAIN RECORD WORK RECORD,
2647,WK-HNMI09,1,1997-05-15,1998-10-29,BATCH RECORD ID SCREEN,
3032,WK-TSMUBI9A,1,1997-06-12,2001-01-24,FINAL SCRIPT/VS DOCUMENT OPTIONS,
2957,WK-TMP-ALOTMT-MFH,8,1997-06-27,1997-06-27,,
2357,WK-ALTMT-MFH,1,1997-06-30,1997-10-09,WORK ALLOTMENT RECORD,CHANGED FOR DIALOG SADLD540
2956,WK-TMP-ALOTMT-MFH,4,1997-06-30,1997-06-30,STATUS FOR 1M REVERSAL,
3488,WK-5T-93,1,1997-07-03,1997-07-15,WORK RECORD FOR 5T INPUT TRANSACTION,
774,FARMS-PRTLSALE,3,1997-07-19,1997-07-19,PARTIAL SALES RECORD,
1528,SBDLD022-MAP-RCRD,1,1997-07-21,1997-07-21,SBDLD022 MAP RECORD,
2809,WK-PROJECT-MFH,4,1997-08-08,1997-08-12,MAPWORK FOR PROJECT,
1585,SBDLD601-WORK-RCRD,4,1997-08-11,1998-02-05,SBDLD601-WORK-RCRD,
2057,STEVE07,7,1997-08-11,,PROJECT MULTI FAM HOUSG DATABASE RCRD,PROJECT MULTI FAMILY HOUSING DATABASE RECORD.
2058,STEVE07,8,1997-08-11,,PROJECT MULTI FAM HOUSG DATABASE RCRD,PROJECT MULTI FAMILY HOUSING DATABASE RECORD.
1255,PROJECT,9,1997-08-12,1997-08-12,PROJECT MULTI FAM HOUSG DATABASE RCRD,PROJECT MULTI FAMILY HOUSING DATABASE RECORD.
1104,MP-PLASM002,8,1997-08-13,1997-08-13,FOR MPFIND TAPE FILE,
3068,WK-TSMUCP24,8,1997-08-14,,FINAL SCRIPT/VS DOCUMENT OPTIONS,
1794,SGDLD245-ST-TBL-RCRD,1,1997-08-21,1997-08-22,MAP RECORD FOR SGDLD245,USED IN SGDLD455 AS WORK RECORD TO ACCESS RA OBLIGATION RATE TABLE
989,IRS-LOAN,2,1997-09-23,1997-10-03,IRS OFFSET LOAN RECORD,THIS IS AN IDMS DATABASE RECORD THAT CONTAINS LOAN DATA FOR BORROWERS SELECTED FOR IRS OFFSET
1584,SBDLD601-WORK-RCRD,2,1997-09-26,1997-09-26,SBDLD601-WORK-RCRD,
1945,SGDLD741-WORK-RCRD,2,1997-10-30,1997-10-30,SGDLD741 WORK RECORD,
3071,WK-TSMUCP27,9,1997-10-30,1997-10-31,FINAL SCRIPT/VS DOCUMENT OPTIONS,
1948,SGDLD741-WORK-RECORD,5,1997-10-31,1997-10-31,SGDLD741 WORK RECORD,
3070,WK-TSMUCP27,8,1997-10-31,1999-02-03,FINAL SCRIPT/VS DOCUMENT OPTIONS,
3072,WK-TSMUCP28,8,1997-10-31,1997-10-31,FINAL SCRIPT/VS DOCUMENT OPTIONS,
2145,TEXTREC,3,1997-11-03,1999-02-12,TEXT MISTR DATABASE RECORD,
1946,SGDLD741-WORK-RCRD,8,1997-11-06,1997-11-06,SGDLD741 WORK RECORD,
1524,SBDLD021-MAP-RCRD,1,1997-11-14,2019-06-27,SBDLD021 MAP RECORD,
1200,PAGMAPCL-REC,1,1997-11-21,,PAY CONTROL,
2648,WK-HNMI10,1,1997-12-13,1998-10-30,DISPLAY ON-LINE INQUIRY BY ADM USER ID,
2630,WK-HNDI10,1,1997-12-17,1998-01-24,WORK RECORD - HNDI10 ADM-USER-ID,
2638,WK-HNDI12,1,1997-12-17,1998-10-26,ON-LINE PARAMETER WORK RECORD,
2650,WK-HNMI12,1,1997-12-17,1998-10-26,BATCH PARAMETER SELECTION SCREEN RECORD,
2631,WK-HNDI11,1,1997-12-18,1998-11-02,ON-LINE SECURITY DISPLAY WORK RECORD,
2637,WK-HNDI11-USER,1,1997-12-18,1998-11-02,SECURITY DISPLAY USER DISPLAY RECORD,
2649,WK-HNMI11,1,1997-12-18,1998-11-02,,
1114,MR-PLASM005,8,1997-12-23,1998-03-12,,
2632,WK-HNDI11-ENV1,1,1998-01-10,1998-11-02,ENVIRONMENT LINE 1 DISPLAY,
2633,WK-HNDI11-FLD,1,1998-01-10,1998-11-02,FIELD LINE DISPLAY,
2634,WK-HNDI11-RECD,1,1998-01-10,1998-11-02,RECORD LINE DISPLAY,
2635,WK-HNDI11-REPORT,1,1998-01-10,1998-11-02,SECURITY AUDIT REPORT SCRATCH RECCORD,
2636,WK-HNDI11-SCRATCH,1,1998-01-10,1998-11-02,SECURITY AUDIT SCRATCH RECCORD,
1976,SJDLD001-WORK-RCRD,4,1998-01-12,1998-01-12,DIALOG SJDLD001 WORK RECORD,THIS RECORD IS SERVED AS A RECORD IN WORKING STORAGE.
1661,SDDLD181-REAM-DTE-RCRD,1,1998-01-14,1999-08-31,WORK REC FOR REAMORTIZATION,
2383,WK-APTN-DISTRBN-RCRD,1,1998-01-14,1998-02-09,ACQD PROP STATUS INQUIRE PAGE ONE,
805,FARMS-TRNSCTN-HIST,4,1998-02-13,2000-02-22,,DATABASE RECORD FOR TRANSACTION HISTORY.  CONTAINS HISTORICAL DATA ON TRANSACTIONS PROCESSED  AGAINST A LOAN.
718,FARMS-EQTYRVRS,1,1998-02-25,,EQUITY RECAPTURE RECORD,THIS RECORD IS CREATED BY THE PLAS 3O TRANSACTION FOR EQUITY RECEIVABLES DUE THAT CANNOT BE PAID BACK BY THE BORROWER.  THE EQUITY ANOUNT WILL BE REAMORTIZED INTO TO A NEW LOAN (ACCT-DATA/LOAN) AND THIS RECORD WILL BE STORED FOR REVERSALS
1485,RUS-OBLGN-UPDATE-RCRD,1,1998-02-25,1998-03-09,RUS OBLIGATION UPDATE RECORD,
3069,WK-TSMUCP27,1,1998-03-02,1999-07-21,,
1108,MR-PLASM001,8,1998-03-10,1998-03-10,,
1110,MR-PLASM002,8,1998-03-10,1998-03-10,,
2794,WK-PLASWRK,8,1998-03-10,1998-03-18,WORK PLAS 8W RECORD,
1111,MR-PLASM003,8,1998-03-11,1998-03-11,,
1113,MR-PLASM004,8,1998-03-11,1998-03-11,,
1116,MR-PLASM05,8,1998-03-12,1998-03-12,,
894,GLMSTR,3,1998-03-19,1998-03-19,GENERAL LEDGER ENTITY TOTALS,
1943,SGDLD741-MAP-RCRD,8,1998-04-27,1998-09-01,DETAIL EFFECTS MAP RECORD,HOLDS LINE NUMBERS USED IN MAP PLUS SOME EXTRA FILLER
3082,WK-TSMUCP9A,2,1998-04-29,1998-04-29,WORK RECORD FOR TSDUCP9A DIALOG,
3081,WK-TSMUCP9A,1,1998-05-05,2001-01-16,FINAL SCRIPT/VS DOCUMENT OPTIONS,
2,ACCRLINK,2,1998-05-15,1998-05-15,ACCRUAL LINK RECORD,THIS RECORD IS USED TO PASS TO AND FROM INFORMATION REQUIRED TO COMPLETE AN ACCRUAL
678,FARMS-CHECKS,4,1998-06-15,1999-11-18,,CHECKS DATABASE RECORD.  CONTAINS DATA ON CHECKS ISSUED TO CLIENT FOR INDIVIDUAL  LOANS AND GRANTS.
3080,WK-TSMUCP7B,9,1998-06-19,1998-06-22,MAP RECORD FOR RCFTS FACILITY 4,
1940,SGDLD731-MAP-RCRD,1,1998-07-08,1998-09-01,RECAP MAP RECORD,HOLDS MAP LINE NUMBER FIELDS AND A 05 LEVEL FILLER AT THE END OF THE RECORD FOR FUTURE CHANGES
1942,SGDLD741-MAP-RCRD,1,1998-07-08,1998-09-01,DETAIL EFFECTS MAP RECORD,HOLDS LINE NUMBERS USED IN MAP PLUS SOME EXTRA FILLER
991,IRS-T-RCRD,1,1998-07-28,,FIRST RECORD FOR IRS CYE TAPES,"RECORD IS TO BE THE FIRST RECORD ON THE TAPE FOR IRS 1098, 1099-MISC, 1099-A, 1099-C, 1099-G, AND 1099-INT FOR BOTH AMAS AND PLAS."
2490,WK-CTRY-DTE-RCRD,1,1998-08-17,1999-03-18,COUNTY CODE WORK RCRD,WORK CENTURY DATE RECORD WORK CENTURY DATE RECORD WORK RECORD FOR CENTURY DATES
701,FARMS-CRRATE,3,1998-10-01,1999-11-18,CREDIT REFORM RATE RECORD,CREDIT REFORM RATE DATABASE RECORD
749,FARMS-LNRATE,2,1998-10-01,1999-11-18,LOAN RATE,LOAN RATE DATABASE RECORD.  LOOKUP INFORMATION FOR CURRENT LOAN INTEREST RATES.
498,CTRY-DIGIT-RCRD,1,1998-10-08,,CENTURY DIGIT RCRD,CENTURY DIGIT RCRD
642,FACRC,6,1998-11-05,,SRCFTS FACILITY DATABASE RECORD,
856,FUNDRC,17,1998-11-05,1999-08-03,RCFTS FUND DATABASE RECORD,
969,INT-HIST,3,1998-11-05,,INTEREST RATE CHGS & DTE CHANGED,RECORD OF INTEREST RATE CHANGES AND THE DATE THEY WERE CHANGED ON RCFTS.
1353,RECPNT,2,1998-11-05,,RECORD OF ULTIMATE LOAN/GRANT RECIPIENTS,RECORD OF ULTIMATE LOAN OR GRANT RECIPIENTS
1965,SICRC,4,1998-11-05,,STD INDUSTRIAL CLASSIFICATION RECORD,
590,DPSTBAL,2,1998-11-09,1998-11-30,DP ONLINE RECORD,THE DEPOSIT FUND BALANCE RECORD THAT IS ON THE ONLINE BALANCE FILE.
2994,WK-TSDUCP08,1,1998-11-20,,COMMUNITY FACILITY SUBSID. TRACKING,
2995,WK-TSDUCP08,8,1998-11-20,1998-11-20,,
3049,WK-TSMUCP08,8,1998-11-20,1999-01-16,WORK RECORD,
2189,TSDUCP08,8,1998-11-24,1998-11-24,1992-2 TRANSACTION BLOCK CARD TEMPORARY,
3646,XSDUCP08,8,1998-11-24,,,
2980,WK-TSDUBI57,8,1998-12-07,1998-12-07,WORK RECORD,
726,FARMS-GLBORR,8,1998-12-09,1999-11-18,GUARANTEED LOAN BORROWER DATABASE RECORD,GUARANTEED LOAN BORROWER DATABASE RECORD
3020,WK-TSMUBI57,8,1998-12-09,1999-01-19,WORK RECORD,
876,GLBL-RECAP-DTL-EFCTS,1,1998-12-17,,GENERAL LEDGER BLOCK CONTROL,
2515,WK-DTE-CTRY-RSTOR-RCRD,1,1998-12-18,1998-12-18,WORK DATE CENTURY RESTORE RECORD,WORK DATE CENTURY RESTORE RECORD
3096,WK-TSSGCP01,1,1998-12-23,1999-01-07,DIALOG TSDUBI52 - WORK RECORD,
3097,WK-TSSGCP01,8,1999-01-07,1999-01-07,,
2514,WK-DTE-CTRY-LSE-RCRD,1,1999-01-21,1999-01-22,WORK DATE CENTURY LEASE RECORD,WORK DATE CENTURY LEASE RECORD
3031,WK-TSMUBI78,1,1999-01-29,1999-07-22,FINAL SCRIPT/VS DOCUMENT OPTIONS,
3076,WK-TSMUCP31,8,1999-01-29,1999-08-09,WORK RECORD FOR SI CODE,
3046,WK-TSMUCP07,8,1999-02-08,1999-02-08,MAP RECORD FOR RCFTS FACILITY 3,
3079,WK-TSMUCP7B,8,1999-02-09,1999-02-09,MAP RECORD FOR RCFTS FACILITY 4,
2146,TEXTREC,4,1999-02-12,1999-10-22,TEXT MISTR DATABASE RECORD,
3291,WK-3K-19,1,1999-02-12,1999-02-18,3K TRANSACTION WORK RECORD,
3022,WK-TSMUBI59,1,1999-02-16,1999-02-22,WORK RECORD,
3293,WK-3K-29,1,1999-02-18,1999-02-18,WORK RECORD FOR 3L,
2543,WK-FI01-INQ,2,1999-02-24,,GUARANTEED INT ASSTNC INQUIRY,
3598,WORK-KEY-W04,1,1999-02-27,1999-03-01,MUDU04 WORK RECORD,
644,FAMRS-EQUITY,4,1999-03-18,1999-03-18,EQUITY RECAPTURE RECORD,
720,FARMS-EQUITY,4,1999-03-19,1999-11-18,EQUITY RECAPTURE RECORD,EQUITY RECAPTURE DATABASE ERECORD.  CONTAINS DATA ON LOANS WITH EQUITY RECAPTURE.
2827,WK-RCFTS-CTRL,8,1999-05-07,1999-05-26,,
2987,WK-TSDUCP04,8,1999-05-10,1999-05-28,,
2989,WK-TSDUCP04A,8,1999-05-10,1999-06-01,,
2990,WK-TSDUCP04B,1,1999-05-19,1999-07-23,,
2992,WK-TSDUCP04C,8,1999-05-26,1999-05-28,,
2991,WK-TSDUCP04B,8,1999-06-01,1999-06-01,,
2188,TR8100-RCRD,1,1999-06-28,1999-06-28,DELINQUENT BORROWERS RECORD,
3037,WK-TSMUCP02-N,8,1999-06-28,1999-07-01,DIALOG TSDUCP02 - WORK RECORD,
598,EFTMAP-WORK-RECORD,1,1999-07-12,1999-07-12,USER-DEFINED-MAP-RECORD,
599,EFTMAP-WORKAREA,1,1999-07-12,1999-09-08,,
3298,WK-3O-12,1,1999-07-20,2002-12-09,DC WORK RECORD,USED IN ADPS SYSTEM PROGRAM ADTU3O01 MAP ADMU3O01 TO RETAIN USER DATA ENTRY
3299,WK-3O-13,1,1999-07-21,1999-09-07,DC WORK RECORD,USED IN ADPS SYSTEM PROGRAM ADTU3O01 MAP ADMU3O01 TO PROCESS USER DATA ENTRY
3300,WK-3O-14,1,1999-07-21,1999-10-06,DC WORK RECORD,USED IN ADPS SYSTEM PROGRAM ADTU3O04 MAP ADMU3O04
3309,WK-3O-23,1,1999-07-21,1999-09-08,DC WORK RECORD,USED IN ADPS SYSTEM PROGRAM ADTU3O01 MAP ADMU3O01
3315,WK-3O-33,1,1999-07-21,1999-09-22,DC WORK RECORD,USED IN ADPS SYSTEM PROGRAM ADTU3O01 MAP ADMU3O01
3316,WK-3O-43,1,1999-07-21,1999-09-08,DC WORK RECORD,USED IN ADPS SYSTEM PROGRAM ADTU3O02 MAP ADMU3O02 TO PROCESS USER DATA ENTRY
3317,WK-3O-53,1,1999-07-21,1999-09-08,DC WORK RECORD,USED IN ADPS SYSTEM PROGRAM ADTU3O02 MAP ADMU3O02 TO PROCESS USER DATA ENTRY
3318,WK-3O-63,1,1999-07-21,1999-09-08,DC WORK RECORD,USED IN ADPS SYSTEM PROGRAM ADTU3O02 MAP ADMU3O02 TO PROCESS USER DATA ENTRY
3319,WK-3O-73,1,1999-07-21,1999-09-08,DC WORK RECORD,USED IN ADPS SYSTEM FOR PROGRAM ADTU3O02 MAP ADMU3O02
3320,WK-3O-83,1,1999-07-21,1999-09-08,DC WORK RECORD,USED IN ADPS SYSTEM FOR PROGRAM ADTU3O02 MAP ADMU3O02
3321,WK-3O-93,1,1999-07-21,1999-09-08,DC MAP RECORD,USED IN ADPS SYSTEM PROGRAM ADTU3O02 MAP ADMU3O02
3301,WK-3O-15,1,1999-07-22,1999-10-06,DC WORK RECORD,USED IN ADPS SYSTEM PROGRAM ADTU3O04 MAP ADMU3O04
2986,WK-TSDUCP04,1,1999-07-23,1999-07-23,,
2988,WK-TSDUCP04A,1,1999-07-23,1999-07-23,,
2522,WK-EFTMAP-MSG,1,1999-07-26,1999-07-26,MAP SELECTION WORK RECORD,
3052,WK-TSMUCP09,7,1999-07-30,1999-08-02,MAP RECORD FOR RCFTS FUND&USER2,
3053,WK-TSMUCP09,8,1999-07-30,1999-08-05,MAP RECORD FOR RCFTS FUND&USER2,
3018,WK-TSMUBI57,1,1999-08-06,2001-02-23,FINAL SCRIPT/VS DOCUMENT OPTIONS,
3019,WK-TSMUBI57,2,1999-08-06,1999-08-06,WORK RECORD,
3045,WK-TSMUCP07,2,1999-08-06,1999-08-06,MAP RECORD FOR RCFTS FACILITY 3,
3047,WK-TSMUCP08,1,1999-08-06,1999-08-06,WORK RECORD,
3048,WK-TSMUCP08,2,1999-08-06,1999-08-06,WORK RECORD,
3050,WK-TSMUCP09,1,1999-08-06,1999-08-06,MAP RECORD FOR RCFTS FUND&USER2,
3051,WK-TSMUCP09,2,1999-08-06,1999-08-06,MAP RECORD FOR RCFTS FUND&USER2,
3074,WK-TSMUCP31,1,1999-08-06,2000-06-12,WORK RECORD FOR SI CODE,
3075,WK-TSMUCP31,2,1999-08-06,1999-08-06,WORK RECORD FOR SI CODE,
3077,WK-TSMUCP7B,1,1999-08-06,1999-08-06,MAP RECORD FOR RCFTS FACILITY 4,
3078,WK-TSMUCP7B,2,1999-08-06,1999-08-06,MAP RECORD FOR RCFTS FACILITY 4,
3044,WK-TSMUCP07,1,1999-08-11,1999-08-11,MAP RECORD FOR RCFTS FACILITY 3,
600,EFTMAP3-WORKAREA,1,1999-08-13,1999-08-13,,
721,FARMS-EQUITY,5,1999-09-22,,EQUITY RECAPTURE RECORD,
773,FARMS-PRTLSALE,2,1999-09-22,,PARTIAL SALES RECORD,
2823,WK-RA-OBLGN-DATE,1,1999-10-01,1999-10-01,RATE YEAR RECORD,
3011,WK-TSMUBI52-N,8,1999-10-12,1999-10-12,DIALOG TSDUBI52 - WORK RECORD,
713,FARMS-DSTR-SETASD,2,1999-10-22,2000-03-30,DISASTER INSTALLMENT SET ASIDE,
